,Title,Text,Class
152,blezzo,"A blunt or joint , or pipe filled wit marijuana . ",0
153,bliff,"Slang . A rolled marijuana cigarette or[joint ] , made using any combination of rolling styles , usually half-[blunt ] , half-[spliff ] . ",0
154,bliffter,"A marijuana cigarette .a.k .a spliff , joint ,newbie , betsy ",0
155,blifted,Being high on marijuana . ,0
156,blintas,"The state of being under the influence of marijuana . Derived from another commonly used slang term for being high : bit . This word is also believed to have been derived from the word 'lit , ' which encompasses many parallel definitions such as being turned on by the effects of marijuana . ",0
157,blipt,when u get mashed out Ur face off weed ,0
158,blisterinthesun,To be high off of weed . ,0
160,blizo,"Emptied out cigar and filled with marijuana , very similar to a blunt , just a white boy name for it ",0
162,blizzed,"Adj . - a euphoric feeling from an illegal or illicit substance , usually marijuana ",0
163,blizzle,"A chocolate flavored marijuana cigar , usually produced via packing an emptied 'black & mild ' with dried cannabis buds . ",0
164,blizznunt,A blunt ( marijuana filled cigar ) ,0
165,blizzunt,"A blunt ( hollowed out cigar , preferably a honey dutch ) filled with weed , pot , grass whatever you would like to call it and rolled together similar to a joint . ",0
167,blocko,[hash ] ; the resin of the [marijuana ] plant . ,0
168,bloint,A blunt cut in half due to lack of marijuana or torn paper . ,0
169,bloodthistle,Slang for [marijuana ] ,0
170,bloogs,Street slang for weed ... in particular skunk . ,0
171,blorch,"Noun : marijuana , reefer , herb , pot , weed , ganja , or any plant with THC content . Not usually associated with hashish ( see chunk age or sees ) ; ; verb : to light up , to smoke , or to get stoked . ",0
172,blossi,"loss = Finnish slang for pot , marijuana . Originally meant a puff from a normal cigarette . ",0
173,blost,Being high on marijuana and not knowing where you are at . ,0
174,blounted,Severe sense of altered mental status due to substance abuse of any known kind . Most closely related to smoking large amounts of marijuana . ,0
175,blountilicious,"A word used to describe : weed , pot , and other shit . ",0
176,blowdro,Smoke hydroponically grown marijuana ( pot ) ,0
177,blowed,High as he 'll off weed . ,0
178,blowin'kill,Smoking large amounts of weed ,0
179,blueberrydank,[weed ] that is grown in and with blueberries and their juice ,0
180,blueberrydro,A type of hydro weed that has a sweet scent when u light it up usually goes for 15 to 20 a gram . Very high quality . ,0
181,blueberyyumyum,A type of marijuana that smells like blueberry to cover up the smell of the pot ,0
182,bluebie,A marijuana joint ( or 'newbie ' ) rolled in blueberry-flavoured rolling papers . ,0
183,blueone,"A blue 1 is five pounds worth of weed . Named after the color of the note , same with brown 1 . ",0
184,blueskyblonde,Very high potency marijuana from Colombia . ,0
186,bluntar,"A small cigar , (usually a swisher sweet or similar ) that is cut open and the tobacco is hollowed out in order to be replaced with weed , then re rolled into a blunt . blunter refers to the cigar before it is turned into a blunt . ",0
187,bluntfat,The fat of a blunt i .e . the tobacco that you remove from a cigar to fill with marijuana ,0
188,blunties,"Marijuana cigars ( blunts ) created by hollowing out a Philly blunt or other cigar , packing the shell full of bud , licking thoroughly to seal , and cooking before lighting ...that 's how you get retarded . ",0
189,bluntington,Another name for the town of Huntington . An obvious reference to the amount of marijuana consumed in the town . ,0
190,bluntology,"One who has been highly educated about types of weed , rolling blunts , fixing blunts , smoking blunts , and blunt smoking etiquette ( very important ) . ",0
191,bluntpieces,Blunt pieces : to roll marijuana into a cigar and proceed to cut the blunt into 3-5 pieces . These pieces are then individually put into a bong then smoked giving an extreme high . ,0
192,bluntskie,Blunt rolled with weed . ,0
193,bluntsmokersonlyclub,The pinnacle association of garage wine . The bloc was founded in the fall of 2006 . the bloc is exclusive and its only members are the most chronic chronic . Entry is gained after either a generous presentation or consumption of weed ,0
194,bluntwrap,( n ) flavored tobacco rolling papers that come in sealed packages to keep them fresh . Most commonly used for rolling blunts of [weed ] . ,0
197,boak,Slang for a very large quantity of marijuana ; enough to substantially alter one 's behavior . Different for each person . ,0
198,bobbarker,"Value weed . Bud that may or may not be high grade , but what matters am that the 'price is right ' . ",0
199,bobbybrown,"1 . Some crucial marijuana that will mess your ass up ; ; 2. Not bad weed , otherwise three 6 mafias would not rap about smoking bobby brown in there song . Black rappers do n't smoke bad weed . ",0
201,bobmarley,1 . Another name for weed ; ; 2. A political and reggae god ,0
202,bobmarleyextracrispy,Used in the movie tenacious d to refer to a buying of marijuana at the local pizza place . ,0
203,bocephus,"When a pipe of marijuana is empty , or cashed . ",0
204,bodizziejuice,"n . A code word for marijuana , when you think that a parent or a higher authority is around . ",0
205,boehj,Marijuana ; the most important aspect of both ball ,0
206,bofbow,"Big ; ; ole ; ; fat ; ; bag ; ; of ; ; weed ; ; used daily by rock away potheads , commonly shared with friends and occasionally with sheep ",0
207,bogetime,The moment you smoke a cigarette after smoking a nice bit of weed . ,0
208,boin,"Synonymous with 'to burn ' , used only when implying the use of marijuana . ",0
209,bollie,To be high off weed or any other drug ,0
210,bollied,T0 get high off a drug usually marijuana ,0
211,bombazee,"Marijuana , weed , ganja , pot ",0
212,bombstress,A type of weed or cannabis ,0
213,bombular,The best weed around . ,0
214,bomskies,Good marijuana . Synonym :box ,0
216,bongflu,One of any number of contagious diseases transmitted through the use of marijuana paraphernalia . ,0
217,bongies,Another word for bong loads of weed . ,0
219,bongpong,Same as beer pong except replace beer with ganja ; ; just put a couple bugs of some good weed in the cups ; ; same rules apply as beer pong ; ; after shot is hit place weed in a large ice catching bong and rip ; ; get really high ,0
220,bongsong,A song written while high on weed . ,0
221,bonnyrigg,"Smoke it up now .named after world 's largest illegal marijuana operation in south-western Sydney , Australia . ",0
222,boochaksstickyboochaks,"Weed , smoke , whatever you are rolling ",0
224,boodahchron,Small black crumbs of marijuana that are already partially smoked . ,0
225,boodneezy,"Slang , marijuana derived from the Jason Torricelli school of speech ",0
226,boogerfoot,mustang slang for weed ,0
227,boojib,"A jib of boo . ; ; a small quantity of marijuana , usually a broken off piece of a larger bud . ",0
228,boombud,"Marijuana that is phenomenal , ex termly good and gets you ripped . ",0
229,boomsmell,Slang word for weed so that u can talk bout it in front of ya parents ,0
230,boomstick,"A marijuana cigarette . It is a rolling paper wrapped around weed , allowing you to smoke the good shit . ",0
231,boonj,Slang for the resin form of marijuana . ,0
232,booque,Marijuana that is not of top quality . ; ; [schwa ] weed ,0
234,boota,Marijuana in the plural ,0
235,booya,"An excited state happiness , often displayed with too much alcohol or weed intake , ",0
236,booyah!,Most likely referring to marijuana and also a type of cheer ,0
237,borritos,another word for marijuana ,0
238,borst,German for marijuana ,0
239,botard,"An [elm ore ] , [jack weed ] , [maroon ] or [fucktard ] from NY . ",0
240,bothed,"The state of being intoxicated by both marijuana and alcohol in such a way that one 's reality is possibly spinning , nausea may set in , munchies may set in , and one may simply pass out . ",0
241,boudas,Pronounce - buildup ; ; another name for weed . ,0
242,bouf,( n ) a device which is used to cover the smell of marijuana . Usually made out of a paper towel roll stuffed with dryer sheets . ,0
243,boughtazone,Just bought an ounce of weed ,0
244,boulderhippie,1 . long boards ; ; 2. Weed ; ; 3. [nasty white-man dreadlocks ] ; ; 4 . Socks with leather flip-flops ,0
245,bowlpack,A marijuana pipe filled with pot . ,0
246,bowlpiece,"The bowl-shaped attachment , for any marijuana smoking device , that holds the pot while it is lit . ",0
247,bowlskied,State of being high on marijuana ,0
248,bowlstir,An object used to stir the bowl of a weed pipe to get the green bugs at the bottom when its almost cashed ,0
249,boydell,Stoner dell spokesman that gets arrested for buying weed . ,0
250,brainsalad,"The green leafy substance that 's also referred to as'weed ' . however , one ca n't call it weed in certain company , so its called brain salad . ",0
251,brainwreck,A strain of marijuana that results from a cross between train wreck and BC big bud . ,0
252,bratmaster,One who sells marijuana or [brat ] ,0
253,breakfastofchampions,"[marijuana ] , [weed ] , or [pot ] . Sometimes used in an abbreviated state as b.o.c. ",0
254,brelm,"A place regarded as a marijuana smoking haven . Anywhere keel . ; ; a word originated in of ' bridge water , mass by Dan pampas and Christopher Kelly . Can replace any place or object you find suitable . ",0
255,brewn,"A [cigarette ] or smoke . Can be used in conjunction with other words , ex 'green bruin' is [marijuana ] . ",0
256,brianna,A slang term for marijuana tablets . ,0
257,bricksforthehigh,"The money you are gonna spend on drugs , mainly marijuana , that you have set aside to get you high . ",0
258,brip,"To bong rip , or rip the bong . ; ; to inhale smoked marijuana from a water pipe . ",0
260,brocolli,"High-grade weed , marijuana , pot . also , known as 'the bomb ' ! ",0
264,brownfrown,Marijuana of an exceptional poor quality . ; ; also known as [bunk ] ,0
266,bubalicious,1 . Really nice weed ; ; 2. Gum that you can blow big bubbles with ,0
267,bubblebubble,Code name for [weed ] ; ; cause when you ; ; smoke a bong it goes 'bubble ' ,0
268,bubblecush,Very good weed available on the street scene in and around Hollywood . ,0
269,bubblegoose,"A belt-bag , usually referred to when drug (esp. marijuana ) is carried in it . ",0
270,bubbleskunk,"Hybrid form of marijuana , coupling the ever popular hydro variants bubblegum and skunk . Partaking in the bubble skunk tends to lead to laziness , and disillusionment . When consumed in mass quantities users are completely useless , but content to be so useless . ",0
271,bubbs,"Type of herbals ( marijuana ) . also , known as bubble gum . Higher grade than chronic but not as great as push . Approximately , $ 400 to $ 500 an oz . ",0
272,bubizzle,One of the funniest rock of names of weed ,0
273,bubonicchronic,1 . [weed ] that gets you straight fucked up ; ; 2. Very potent marijuana ,0
275,bucoda,"Some stupid little hick town down by Olympia where wallets and other objects are commonly stolen . also , a very easy place to pick up weed . ",0
276,budabai,Used in reggae and in some songs by sublime . Eventually became a slang for marijuana . ,0
277,budaroni,"A weed Carol , often found in a 'nick scarpettas ass ' ",0
278,budbrownie,"A 'cake ' or 'stick ' of weed that , if eaten , gives you a buzz . ",0
279,buddhacron,"Marijuana , pot , weed . ",0
280,buddhaheist,"The stealing of marijuana or money from another person ; preferably a dealer and preferably for a large amount of at least an ounce . also , a clan from NJ who runs shit . This word is copywriter ",0
281,buddhastick,"Another word for Thai stick , but ultimately it is : a delicious Thai variety of marijuana , usually wrapped around thin bamboo splints or popsicle-stick slivers fastened with usually hemp string and dried slowly . ",0
283,budjamins,Slang term for marijuana ,0
284,budnugg,"A massive bud or chunk or good weed ; ; if smoked in one hit , a budnugg will cause coughing and laughing and eventual loss of all the hot pockets in the surrounding area ",0
285,budrich,Slang for [marijuana ] . ,0
286,budsack,A sack of weed ,0
287,budshot,"Eyes that are blood shot ( red ) due to smoking bud , weed , chronic , cannabis , kind , skunk , reefer , etc . ",0
288,budshoteyes,"Eyes which are blood shot ( red ) due to smoking bud ; marijuana , weed , chronic , kind , grass , skunk , reefer , Mary Jane , high grade , Hg , grade , Buddha , etc . ",0
289,budskeez,"Marijuana , reefer , bud , ganja . Specifically the good California bud . ",0
290,budtron,"bud tron ( n ) see also [tron ] , [bud-ski] , [tron-skis ] , [weed tron ] ; ; basically it means the schwettiest bugs you can find . ",0
291,budwise,Another slang term for marijuana ,0
292,budz,"That would be [joint ] , [marijuana ] , [hemp ] , green Bud . ",0
293,bufon,Term usually used as a nickname for marijuana ; ; it can be used as a noun or verb . ,0
294,bun-a-gun,[bun-a-gun ] refers to smoking a joint of marijuana . ,0
295,bungi,A plastic bag attached to a half cut plastic bottle used as a marijuana smoking device ,0
296,bunnage,"London slang . Noun , means a supply of weed ( or any other forms ) . ; ; comes from 'to bun'- to smoke draw ",0
297,bunnah,Slang for marijuana . ,0
298,bunnating,Smoke a joint . ; ; inhale marijuana . ,0
299,bunned,Smoked weed ; ; bun/blaze are synonyms ,0
300,burb,"Slang for 'bubble ' , as in a marijuana smoking device ",0
301,burlaciousgang-bud,"Particularly dance , robust marijuana . ",0
303,burncruise,burn cruise : to smoke marijuana and only marijuana while moving in a motor vehicle ,0
304,burning_arc,A fucking loser homo that no knows nothing of anyone or anything stupid ass thinks weed is for wingers wow what a fucking loser ; ; in not black and neither is 90 % of the ppm that do it at my school ,0
305,burnonedown,"*to smoke a cigar , cigarette , or even a joint of marijuana . ",0
307,burriedtreasure,A small amount of weed sometimes left in a tin-foil pipe after the smoker thought it was cached . ,0
308,bushoak,"A southerner who enjoys marijuana and displays many characteristics of both rednecks and stoners , including but not limited to speech , dress , activities , and food ",0
310,buyaka,A slang for marijuana ,0
311,c.lo,A cigarillo blunt filled with marijuana ,0
312,c21h26o2,"Yo it 's the chemical formula for tetrahydrocannabinol , the active ingredient in marijuana , yo ",0
314,calibomb,California weed ,0
315,calibud,Marijuana that is from California ,0
316,calibuzz,"Marijuana that is particularly potent , originating in California ",0
317,calichron,High quality chronic ( weed ) grown in California . Considered by many the highest quality chronic . ,0
318,calicronic,"Weed , or marijuana , or pot . ",0
319,californiaredwick,"There are two definitions for California red wick : ; ; 1 ) a type of red weed that grows in parts of California . ; ; 2 ) when a man proceeded to masturbate , usually in a [California style ] fashion , and from the extended period the man begins to bleed from his penis , thus making his penis a red wicked thing . ",0
320,caligreen,"Yet another term for the illegal drug marijuana see [ Chester ] , [grass ] . ",0
321,cameezy,Some commercial weed ; ; a Cameron ; ; some regular shit ,0
322,campbellwellcarrot,"A multi-paper [marijuana ] [joint ] resembling a carrot . Named by Danny the drug dealer in the movie 'with nail & i' , who explained he invented it in campbellwell . ",0
323,camposbowl,1 ) n . a [bowl ] of [weed ] offered as a [match ] that is either of poor quality or of insufficient amount . ; ; 2 ) n . a [shitty ] [bowl ] of [weed ] . ,0
324,canadabis,Weed from Canada . A combination of the words Canada and cannabis ,0
325,canadank,Canada is an adjective describing any high quality marijuana strains coming from Canada . One of the most popular strains that is Canada is [BC bud ] ,0
326,canadiancaviar,A slang term for marijuana . ,0
327,canadis,Crummy outdoor grown Canadian marijuana ,0
328,canibis,"Pot , weed , marijuana , reafer , grass ,or can ibis . A very good herb . ",0
329,cannabisclub,A store that sells medical marijuana and other marijuana like products . Legal in California ,0
330,canniberous,The feeling of wanting or needing weed . ,0
331,cannibis,A word used to describe a weed plant . [scientists ? ] ,0
332,cannibus,"A word for weed used by people who ca n't spell worth a shit . From the Latin names for the plants ' cannabis saliva and cannabis India . A third cannabis plant , cannabis ruderalis , is also known as Nebraska no-high for its comparative lack of THC. ",0
333,cannibusclub,Membership to purchase medicinal marijuana . ; ; bay area represent ,0
334,cannibuscup,The annual Amsterdam contest where various types of marijuana are entered for one winner . ,0
335,cannibussativa,The plant that marijuana is made from ,0
336,cannibusspecie,"Any of the various parts of the plant from which hashish , marijuana , hang , and similar mildly euphorogenic and hallucinogenic drugs are prepared , part of the hemp plant you extract marijuana from , the flowering tops of the plant . ",0
337,canook,"A potent , sticky ass marijuana bud that originates in Canada . ",0
339,cappin,To be greedy when using or handling marijuana . ,0
340,captainargus,Slang term for marijuana ,0
341,captainsaveanugget,Captain save a bug for short . ; ; one who possesses a miserly trait in the despensment or matching of weed . ,0
342,carb,"This word is a simple shortening of the term 'carburetor ' used by marijuana smokers to refer to the carburetors on their pipes . Generally these carbs occur on hand blown glass pipes , or smaller wooden or metal pipes . The idea behind the car is to cool the smoke by allowing fresh air in to mix with the smoke in the chamber . This results in smoother hits , and less coughing . ; ; another common term used for carburetor is [rush ] . ",0
344,carrol,"Large amount of marijuana , usually at least one ounce . also , can be considered a pussy . ",0
345,carrotrope,1 . A little christian lie ; ; 2. Marijuana ? ; ; 3. A metaphor for anyone simple trick to escape boredom ; ; 'it 's no ploy ! Its no mimic ! ' ,0
346,carrujo,Spanish slang for joint ( marijuana cigarette ) ,0
347,cartucho(spanish),Package of marijuana cigarettes ,0
350,catapillar,"Any type of good [marijuana ] ; do , [g-weed ] or anything else . ",0
351,catarac,cataract : when you smoke too much weed or not enough you get a cataract ,0
352,catlitta,Low grade marijuana . Just gives you a headache . ,0
353,caudycon,"candy con is simply a synonym for weed , marijuana , kill , herb , pot , act . ",0
354,cavysack,"also , known as a bag of marijuana ",0
355,ccow,Cheap chunk of weed . Usually half of a dimes worth ,0
356,cd's,Slang term for marijuana ,0
358,centurysam,A cheap cigar used to roll marijuana blunts ,0
359,cesstacular,Some of that killer weed . ,0
360,chabby,1 . A dill weed . ; ; 2. A wearer of ass hats . ,0
361,chaffinbillow's(c),"Australian word ! ; ; to smoke marijuana , pot ,dope , weed ,buds , boodwah thru a home made bong , billy ( billow ) ",0
362,chakny,Acne that develops on the chest--sometimes due to the use of weed ,0
363,chalise,A coconut shelled marijuana pipe ,0
364,chalwa,"Another word for chalice , which is a type of marijuana pipe that is made out of stone . ",0
365,chamba,An African term for marijuana . ,0
366,chambaz,"Super good weed . The one pitta quit ta . Cost $ 30 for a dime or half eighth . Better than beaters . Dank buds , Kay bud , strain weed , sweet tooth , etc . ",0
367,charitybowl,A charity bowl refers to someone gives away free weed in a pipe to his/her buddies . ,0
368,chatch,"Another slang term for marijuana , weed , pot , ganja , ...you get the point ",0
369,chauger,A large marijuana cigarette . Sounds like 'charger ' ,0
370,chazling,Another word for marijuana or a spliff ,0
371,cheaba,"Weed , marijuana , in the plural ",0
372,cheb,The act of smoking the reefer . Or used to replace any word in statement concerned with weed . ,0
373,cheeb,Short for cheese which stands for marijuana ,0
374,cheebster,"Marijuana , Cali green , etc derivative of [cheese ] . ",0
375,cheech,"Another name for weed , or to smoke weed . Named from church Marin ( from church and Chang ) ",0
376,cheed,"A term for being under the influence of marijuana , abbreviated from the phrase [chink eyed ] , referring to the eyelid becoming squinted (term only applies when the individual is very high ) ",0
377,cheesybread,Noun ; ; another word for marijuana . ,0
378,cheeva,"A slang term for marijuana . Other words : weed , dank , Mary Jane , etc . ",0
379,cherb,Adaptation of word 'herb ' meaning marijuana . ,0
380,cherryoil,"An oil extract from marijuana . Pure THC. ; ; cherry oil is amazing and gets you a really nice high . Other types of oil are honey , cherry , and black . Honey is the best , then cherry . ; ; all oils get you really baked . ",0
381,chev,"Meaning marijuana cigarette , originates from the word that results from typing 'bight ' into a Nokia phone on predictive text . ",0
382,cheva,Marijuana ; your best friend . ,0
383,chi-chi,A synonym for weed of the sticky persuasion found on campus at skid more college circa 1989 . ,0
384,chibby,"A joint of marijuana rolled by someone who does n't know how to roll proper joints . In the case of placing a large , not properly broken up amount of marijuana in the middle of the joint and rolling large points at the ends . ",0
385,chickenbone,A [joint ] or marijuana cigarette . ,0
386,chiefa,( cheef-a ) combination of Chaitin' and reef . [marijuana ] . ,0
387,chiefing,"1.) verb . To smoke some marijuana , it does not matter amount , variety , or what you smoke out of ; ; 2.) adj . When a bowl or bong pack of marijuana is burning and does not need to be lit again to obtain another hit it is 'chaining ' ",0
388,chiggum,"Cannabis , marijuana , ganja , any preparation of plant material containing THC ",0
389,chillage,Slang term for marijuana . Often used so no one knows what you 're talking about . ,0
390,chillaxin',To both chill out and relax at once . could reference marijuana use . Originated in south Philly circa 2005 . ,0
393,chimichungaswithmeatsauce,A slang phrase for marijuana use . ,0
394,chimmy,Another slang term for marijuana ,0
395,chince,A less than adequate amount of weed . ,0
397,chirbs,"Another word for marijuana , comes from the word herbs obviously . ",0
398,chived,To be really stoned/high on marijuana . ,0
399,chizzed,To be on the influence of marijuana . Another word for 'stoned ' . ,0
400,chocolate-bunnied,Being high on marijuana ,0
401,chocolateandmilk,[stuff ] that makes you high - [weed ] ! ,0
402,choketherabbit,Act of buying marijuana ; sometimes looking for marijuana to buy ,0
403,chonged,"Similar to 'chaired ' : :a room or vehicle filled with smoke , usually marijuana . ",0
404,chongkee,Marijuana ... widely used in the Philippines ,0
405,chongs,thongs are another name for 'bong 's ' usually used in a sentence to describe the consumption or marijuana . ,0
407,choofmonster,One who dominates a bong or joint while in company ; failure to share marijuana . Smoking in front of others without sharing . ; ; derivation of [chief ] . ,0
408,choppies,A special pair of scissors used exclusively for chopping weed ,0
409,christopherreeve,The effect after smoking so much marijuana that you ca n't feel your body . Sometimes replaces the word marijuana in a sentence . ,0
410,chro,"Shortening of 'chronic ' , street slang for very strong skunk marijuana - often heard used on south London housing estates . ",0
411,chron-bomb,What you drop on your head by smoking a great deal of high quality marijuana . ,0
412,chron-chron,1 . [bomb ] [weed ] . A variation of [chronic ] ,0
413,chron-sauce,"The tightest way to say pot , marijuana , ganja , chronic , bud . ",0
414,chronaldmcdonald,Adj . A blend of marijuana that contains a very high potency of THC. usually found in the southern regions of California and Amsterdam . ,0
415,chrondillz,"chron-dillz . : used 'dill ' ; ; high quality marijuana aka heavies , jetties , chronic . ",0
416,chrondizzle,High quality hydroponic marijuana . More potent than plain old [ Charon ] . Surpassed in potency and quality by [ Charon dazzle daddy ] . ,0
417,chrondizzledaddy,Quite high grade chronic ( marijuana ) . Usually 50 dollars for 3.5 grams . ,0
418,chrondog,"Slang term for marijuana , especially recently bought/smoked marijuana . ",0
419,chrondolorian,"An american-southwest blend of weed , usually covered in dark orange hairs . Similar to [chronic ] . ",0
420,chrones,A select weed from the chronic family . ,0
421,chronhead,"Someone who indulges in the use of marijuana on a regular basis and owns a pipe . also , known as a pot head , stoner , or sleeve loser . Charon heads usually use the word 'chronic ' or ' Charon ' to describe weed/pot . ; ; origin : derived from the word 'chronic ' and the common saying of 'pot head ' . ",0
422,chronicguys,A group of teenage males obsessed with marijuana ,0
423,chronicism,1 ) .of or retaining to a [chronic ] disorder . ; ; 2 ) . A life-style or form of business that deals with [marijuana ] . ; ; see also : chronicist ,0
424,chroniferousjones,Reference to marijuana . Male version to Mary Jane ,0
425,chronja,"Fine marijuana ; ; sticky , harry , strong odor ",0
426,chronnoisseur,"An admirer and fancier of marijuana . Can pertain to actual plant , devices used , and/or sociologist related to . ",0
427,chrons,"A euphemism for marijuana . Derived from 'chronic ' , an older , established euphemism . ",0
429,chuba,"In some regions , refers to marijuana , or more specifically , a blunt . ",0
430,chubbs,A term for marijuana ,0
431,chudalump,A large mass of China ...which is a slang term for marijuana . ,0
432,chuf,"Verb : to smoke marijuana in any prison , but most especially through pipes or joints ",0
433,chunged,changed is to be stoned on drugs i .e weed or pot . ; ; also try these words : ; ; ( stoned ) ; ; ( weed ) ; ; ( pot ) ,0
436,churchsocks,A small dime bag of marijuana . ,0
437,churilla,The little of weed left over from rolling a joint . Or someone who pinches your bag . ,0
438,ciba,Marijuana . Alternate spelling of ' Chiba . ' ,0
439,cielingmountedbong,A bong ( large chambered pipe for marijuana ) attached to chains on the ceiling . ,0
440,cigarello,"A small type of cigar or cigarette , that is cut open , emptied of tobacco , and filled with marijuana to avoid suspicion . ; ; also referred to as a [hello] . ",0
442,clambaking,"To smoke marijuana in an enclosed vehicle , causing the vehicle to fill up with smoke . This achieves a better high because no smoke is wasted in the process , and is usually done with a blunt or a joint . This is known as clam baking . ",0
443,clamchowdered,Pretty high off marijuana ,0
444,clampeepers,The constant narrowing of the ocular opening after consuming vast amounts of the marijuana ,0
447,climbingtrees,"To get high , most commonly by means of marijuana . [trees ] is a common slang name for marijuana . When you climb a tree , you 're getting higher in elevation than when you were on the ground . therefore , climbing trees refers to getting high off of [trees ] . ",0
448,clockin',"hustling ' . Selling weed , sneakers , woman , what ever as long as it 's a hustle . ",0
449,clonedalien,Mad good cloned weed ,0
450,cloribis,When marijuana is transported from state to state while being shipped in laundry detergent or fabric softener . ,0
452,clusal,Marijuana pronounced kloo-sul ,0
453,cocoapuffs,"Chocolate [weed ] , that is pot laced with a cocoa plant ",0
454,cocopuff,Marijuana cigarette mixed with crack-cocaine . ,0
455,codeblue,"A code word for marijuana , even though it 's green , but code green would just be too obvious . ",0
456,codegreen,"Code green is when you are in need of marijuana . An emergency , if you will . ",0
458,colita,Small bud on a marijuana plant ,0
459,colitas,A marijuana bud ( word used in hotel California ) ; ; not made up by the eagles . ,0
460,collieherb,1 . Jamaican slang for marijuana . ; ; 2. Track 9 from Horace Andy 's 1977 album 'in the light ' ,0
461,collieman,Weed dealer . No schwa all dank sensimilla ,0
462,colum,Colombian marijuana ,0
464,comicbooks,Another variation on the word marijuana . Derived from kid in Berkeley . ,0
465,commersch,"Short for 'commercial ' . Typically , any [schwa ] . Specifically , marijuana that is grown in a commercial fashion , e.g . not homegrown , and most often grown outdoors . It is packed in bricks , and usually is not very fresh or [dank ] . ",0
466,comptonglaze,A fat-rich frosting applied to still hot magic brownies . Weed is then sprinkled on top . ,0
467,cookie(s),Another word for weed . ,0
468,cooksack,"An eight dollar sack of marijuana . Usually purchased in Anderson , ca . ",0
469,copthatdro,To get some weed ,0
470,coralreefer,"according to Jeff it is an amazing type of weed , it 's the shit . It 's pink . ",0
471,cornerbodega,"A local convenience store , usually run by Arabic men that push large amounts of weed to locals . ",0
473,cosmicafro,"A feeling of swelling around your head during the intake of a large amount of weed . It 's the feeling of having a giant Afro surrounding your head , weighing you down ( and even getting caught on things if you 're completely wrecked ) . ",0
474,costo,Word used for weed in Spanish . ,0
475,cottenmouth,"When smoking excessive amounts of marijuana and your saliva looks like you have rabies , followed by symptoms such as the 'lamb voice ' . ",0
476,cottoncandy,A strain of marijuana of Afghani heritage . ,0
477,cottrill,A weed smoker 4-life ! ,0
480,cousinherb,n . Marijuana ; ; code playing off of the similar spelling of the name herb and the word herb ( which is a common slang name for marijuana ) ,0
481,cousinmary,"[weed ] , [marijuana ] , [sticky icky ] , [into] , [hydro] , [less ] , [ganja] , [bud ] , [strains ] , [green gold ] , [reefer ] , [bomb ] , [ Sheri] ; ; used when saying it bluntly is inappropriate . ",0
482,coyent,1.slang : meaning a marijuana cigarette ; ; 2.slang : English dialectic twist upon the 'c ' word ,0
484,crasin,"Crap resin , IE marijuana solids of a sub par standard ",0
485,creamoftartar,Code word used in place of marijuana ,0
486,creefer,Weed grown on the reserve of the Cree nation ,0
487,creeperhit,"A hit of marijuana , followed by a shot of hard liquor before exhaling . ",0
488,crickid,The state of being extremely high off weed . Walking and thinking straight are heavily impaired . ,0
490,cripped,"To be extremely high on marijuana ; on the edge of or past the point of explanation , you are crippled . It 's when you are zoned to the max and everything else that come with open mouth syndrome . ",0
491,cripto,n . Potent marijuana . See [crypt] . ,0
492,criz,"Marijuana , pot , weed . ",0
493,croaches,A substance found in a bud buster after busting a large amount of roaches . coaches are the crystals from the roaches that build on a bud buster like normal crystals do off weed . These roach crystals are very potent . ,0
494,crombbonic,Some bomb as weed ... bomb chronic... comb ionic ,0
495,cron,"A name used by geeks to refer to marijuana . It is a variation of chronic , but shortened to take on the name of the Unix scheduling utility . See also [frontal ] and [iron job ] . ",0
496,crondeezy,"Slang for weed ( marijuana ) , usually really dank stuff . ",0
497,crondigity,Slang for marijuana . ,0
498,crondutch,A dutch with good weed in it . ,0
499,cronic,High grade marijuana / kind bud . ,0
500,cronkite,Marijuana ; a variation on 'chronic ' ,0
501,cronsondeck,"Marijuana for sale ; ; 'yo blood , I got cross on deck . ' ",0
502,cronticular,Good weed .a fat sack .big buds ,0
503,cronzo,"Marijuana , an illegal drug used by many . ",0
504,crookie,Chronic + cookie = rookie ; ; a cookie with marijuana in it . ,0
505,croost,A common term for marijuana originating from the university of Dayton . ,0
506,cropdust,The use of 'shake ' or leftover weed dust in the end of a bag to sprinkle over a full bowl pack ,0
507,cropperchopper,"Self explanatory , the helicopter that looks for [weed ] grow ops . ",0
510,crubac,"Unwanted weed , does not meet expectations of the smoker ",0
511,crumblies,Left-overs of weed when you have no nugz ( nuggets ) left . Often found by searching your usual smoke spot for scraps and other left-overs of marijuana . ,0
512,crunck,Word for marijuana ,0
513,crunkedup,ING high usually off weed ,0
514,cryp,A type of potent marijuana . ,0
515,cryppie,Floridian slang for good weed . ,0
516,cryptachronacuttalike,Another word for amazing dank or marijuana ,0
518,cuey,Abbreviation for 7 grams of weed ; ; Clay - qua - q same shit ,0
519,cutchie,"Jamaican Rasta slang term for a pipe for smoking marijuana . also , a name for a spliff , also known as joint , foot , butt , tab etc . ",0
520,cutiepie,Quarter pound o weed son ,0
521,d-bag,A bag containing $ 10 worth of weed ,0
522,d-loc,"A kick-ass cotton mouth soldier , who kicks it with [johnny Richter ] and [daddy x ] ; ; makes awesome music ; ; innovative rapper/singer ; ; sings about [legalizing weed ] ",0
